name,value,year,lastvalue,rank
VERACRUZ DE IGNACIO DE LA LLAVE,730,2020-04-24,658,8.0
VERACRUZ DE IGNACIO DE LA LLAVE,798,2020-04-25,730,8.0
VERACRUZ DE IGNACIO DE LA LLAVE,848,2020-04-26,798,7.0
VERACRUZ DE IGNACIO DE LA LLAVE,940,2020-04-27,848,7.0
VERACRUZ DE IGNACIO DE LA LLAVE,1020,2020-04-28,940,6.0
VERACRUZ DE IGNACIO DE LA LLAVE,1094,2020-04-29,1020,6.0
VERACRUZ DE IGNACIO DE LA LLAVE,1196,2020-04-30,1094,6.0
VERACRUZ DE IGNACIO DE LA LLAVE,1314,2020-05-01,1196,6.0
VERACRUZ DE IGNACIO DE LA LLAVE,1415,2020-05-02,1314,6.0
VERACRUZ DE IGNACIO DE LA LLAVE,1509,2020-05-03,1415,6.0
VERACRUZ DE IGNACIO DE LA LLAVE,1603,2020-05-04,1509,6.0
VERACRUZ DE IGNACIO DE LA LLAVE,1725,2020-05-05,1603,6.0
VERACRUZ DE IGNACIO DE LA LLAVE,1837,2020-05-06,1725,6.0
VERACRUZ DE IGNACIO DE LA LLAVE,1939,2020-05-07,1837,6.0
VERACRUZ DE IGNACIO DE LA LLAVE,2072,2020-05-08,1939,5.0
VERACRUZ DE IGNACIO DE LA LLAVE,2209,2020-05-09,2072,5.0
VERACRUZ DE IGNACIO DE LA LLAVE,2344,2020-05-10,2209,5.0
VERACRUZ DE IGNACIO DE LA LLAVE,2489,2020-05-11,2344,5.0
VERACRUZ DE IGNACIO DE LA LLAVE,2624,2020-05-12,2489,5.0
VERACRUZ DE IGNACIO DE LA LLAVE,2778,2020-05-13,2624,5.0
VERACRUZ DE IGNACIO DE LA LLAVE,2901,2020-05-14,2778,5.0
VERACRUZ DE IGNACIO DE LA LLAVE,3078,2020-05-15,2901,5.0
VERACRUZ DE IGNACIO DE LA LLAVE,3213,2020-05-16,3078,5.0
VERACRUZ DE IGNACIO DE LA LLAVE,3348,2020-05-17,3213,5.0
VERACRUZ DE IGNACIO DE LA LLAVE,3527,2020-05-18,3348,4.0
VERACRUZ DE IGNACIO DE LA LLAVE,3665,2020-05-19,3527,4.0
VERACRUZ DE IGNACIO DE LA LLAVE,3823,2020-05-20,3665,5.0
VERACRUZ DE IGNACIO DE LA LLAVE,3944,2020-05-21,3823,5.0
VERACRUZ DE IGNACIO DE LA LLAVE,4110,2020-05-22,3944,5.0
VERACRUZ DE IGNACIO DE LA LLAVE,4263,2020-05-23,4110,5.0
VERACRUZ DE IGNACIO DE LA LLAVE,4384,2020-05-24,4263,5.0
VERACRUZ DE IGNACIO DE LA LLAVE,4555,2020-05-25,4384,5.0
VERACRUZ DE IGNACIO DE LA LLAVE,4666,2020-05-26,4555,5.0
VERACRUZ DE IGNACIO DE LA LLAVE,4741,2020-05-27,4666,5.0
VERACRUZ DE IGNACIO DE LA LLAVE,4829,2020-05-28,4741,5.0
VERACRUZ DE IGNACIO DE LA LLAVE,4886,2020-05-29,4829,5.0
VERACRUZ DE IGNACIO DE LA LLAVE,4934,2020-05-30,4886,5.0
VERACRUZ DE IGNACIO DE LA LLAVE,4973,2020-05-31,4934,5.0
VERACRUZ DE IGNACIO DE LA LLAVE,4997,2020-06-01,4973,5.0
YUCATÁN,1,2020-03-07,0,7.5
YUCATÁN,4,2020-03-08,1,4.5
YUCATÁN,5,2020-03-09,4,6.0
YUCATÁN,8,2020-03-10,5,6.0
YUCATÁN,11,2020-03-11,8,6.0
YUCATÁN,12,2020-03-12,11,6.0
YUCATÁN,17,2020-03-13,12,6.0
YUCATÁN,20,2020-03-14,17,6.0
YUCATÁN,21,2020-03-15,20,7.0
YUCATÁN,23,2020-03-16,21,8.0
YUCATÁN,30,2020-03-17,23,6.0
YUCATÁN,35,2020-03-18,30,7.0
YUCATÁN,44,2020-03-19,35,6.0
YUCATÁN,47,2020-03-20,44,7.5
YUCATÁN,51,2020-03-21,47,8.0
YUCATÁN,56,2020-03-22,51,8.0
YUCATÁN,59,2020-03-23,56,8.0
YUCATÁN,62,2020-03-24,59,9.0
YUCATÁN,63,2020-03-25,62,10.0
YUCATÁN,66,2020-03-26,63,11.0
YUCATÁN,70,2020-03-27,66,11.0
YUCATÁN,76,2020-03-28,70,11.0
YUCATÁN,83,2020-03-29,76,11.0
YUCATÁN,88,2020-03-30,83,11.0
YUCATÁN,93,2020-03-31,88,11.0
YUCATÁN,101,2020-04-01,93,11.5
YUCATÁN,108,2020-04-02,101,12.0
YUCATÁN,119,2020-04-03,108,12.0
YUCATÁN,126,2020-04-04,119,12.0
YUCATÁN,131,2020-04-05,126,12.0
YUCATÁN,142,2020-04-06,131,12.0
YUCATÁN,154,2020-04-07,142,12.0
YUCATÁN,166,2020-04-08,154,12.0
YUCATÁN,169,2020-04-09,166,13.0
YUCATÁN,178,2020-04-10,169,13.0
YUCATÁN,196,2020-04-11,178,13.0
YUCATÁN,216,2020-04-12,196,12.0
YUCATÁN,232,2020-04-13,216,12.0
YUCATÁN,241,2020-04-14,232,12.0
YUCATÁN,254,2020-04-15,241,12.5
YUCATÁN,271,2020-04-16,254,12.0
YUCATÁN,289,2020-04-17,271,11.0
YUCATÁN,311,2020-04-18,289,11.0
YUCATÁN,338,2020-04-19,311,11.0
YUCATÁN,367,2020-04-20,338,11.0
YUCATÁN,399,2020-04-21,367,10.0
YUCATÁN,413,2020-04-22,399,10.0
YUCATÁN,445,2020-04-23,413,10.0
YUCATÁN,483,2020-04-24,445,10.0
YUCATÁN,517,2020-04-25,483,10.0
YUCATÁN,556,2020-04-26,517,10.0
YUCATÁN,608,2020-04-27,556,10.0
YUCATÁN,640,2020-04-28,608,10.0
YUCATÁN,660,2020-04-29,640,10.0
YUCATÁN,704,2020-04-30,660,10.0
YUCATÁN,744,2020-05-01,704,10.0
YUCATÁN,781,2020-05-02,744,10.0
YUCATÁN,804,2020-05-03,781,10.0
YUCATÁN,845,2020-05-04,804,10.0
YUCATÁN,878,2020-05-05,845,10.0
YUCATÁN,911,2020-05-06,878,10.0
YUCATÁN,950,2020-05-07,911,10.0
YUCATÁN,997,2020-05-08,950,10.0
YUCATÁN,1036,2020-05-09,997,10.0
YUCATÁN,1093,2020-05-10,1036,10.0
YUCATÁN,1143,2020-05-11,1093,11.0
YUCATÁN,1185,2020-05-12,1143,11.0
YUCATÁN,1227,2020-05-13,1185,11.0
YUCATÁN,1266,2020-05-14,1227,12.0
YUCATÁN,1325,2020-05-15,1266,13.0
YUCATÁN,1378,2020-05-16,1325,13.0
YUCATÁN,1424,2020-05-17,1378,13.0
YUCATÁN,1484,2020-05-18,1424,13.0
YUCATÁN,1517,2020-05-19,1484,13.0
YUCATÁN,1580,2020-05-20,1517,13.0
YUCATÁN,1632,2020-05-21,1580,13.0
YUCATÁN,1687,2020-05-22,1632,13.0
YUCATÁN,1732,2020-05-23,1687,15.0
YUCATÁN,1797,2020-05-24,1732,13.0
YUCATÁN,1845,2020-05-25,1797,15.0
YUCATÁN,1891,2020-05-26,1845,15.0
YUCATÁN,1922,2020-05-27,1891,15.0
YUCATÁN,1961,2020-05-28,1922,17.0
YUCATÁN,2004,2020-05-29,1961,16.5
YUCATÁN,2029,2020-05-30,2004,18.0
YUCATÁN,2049,2020-05-31,2029,18.0
YUCATÁN,2078,2020-06-01,2049,15.0
YUCATÁN,2091,2020-06-02,2078,13.0
YUCATÁN,2098,2020-06-03,2091,9.0
ZACATECAS,1,2020-03-09,0,19.5
ZACATECAS,2,2020-03-12,1,19.5
ZACATECAS,3,2020-03-16,2,26.0
ZACATECAS,4,2020-03-17,3,23.0
ZACATECAS,5,2020-03-18,4,25.0
ZACATECAS,8,2020-03-19,5,19.5
ZACATECAS,10,2020-03-21,8,23.0
ZACATECAS,11,2020-03-22,10,25.0
ZACATECAS,13,2020-03-31,11,29.5
ZACATECAS,15,2020-04-02,13,30.0
ZACATECAS,17,2020-04-03,15,30.0
ZACATECAS,18,2020-04-06,17,30.5
ZACATECAS,19,2020-04-07,18,28.0
ZACATECAS,25,2020-04-08,19,30.0
ZACATECAS,26,2020-04-09,25,30.0
ZACATECAS,31,2020-04-10,26,30.0
ZACATECAS,35,2020-04-11,31,30.0
ZACATECAS,37,2020-04-12,35,30.0
ZACATECAS,39,2020-04-13,37,30.0
ZACATECAS,42,2020-04-14,39,30.0
ZACATECAS,43,2020-04-15,42,30.0
ZACATECAS,50,2020-04-16,43,30.0
ZACATECAS,52,2020-04-17,50,30.0
ZACATECAS,57,2020-04-18,52,30.0
ZACATECAS,63,2020-04-19,57,30.0
ZACATECAS,68,2020-04-20,63,30.0
ZACATECAS,70,2020-04-21,68,29.5
ZACATECAS,74,2020-04-22,70,30.0
ZACATECAS,77,2020-04-23,74,30.0
ZACATECAS,80,2020-04-24,77,30.0
ZACATECAS,82,2020-04-25,80,30.0
ZACATECAS,87,2020-04-26,82,30.0
ZACATECAS,104,2020-04-27,87,30.0
ZACATECAS,111,2020-04-28,104,30.0
ZACATECAS,118,2020-04-29,111,30.0
ZACATECAS,122,2020-04-30,118,30.0
ZACATECAS,127,2020-05-01,122,30.0
ZACATECAS,134,2020-05-02,127,30.0
ZACATECAS,135,2020-05-03,134,30.0
ZACATECAS,143,2020-05-04,135,30.0
ZACATECAS,153,2020-05-05,143,30.0
ZACATECAS,161,2020-05-06,153,30.0
ZACATECAS,167,2020-05-07,161,30.0
ZACATECAS,173,2020-05-08,167,30.0
ZACATECAS,176,2020-05-09,173,30.0
ZACATECAS,187,2020-05-10,176,30.0
ZACATECAS,190,2020-05-11,187,30.0
ZACATECAS,200,2020-05-12,190,30.0
ZACATECAS,204,2020-05-13,200,30.0
ZACATECAS,215,2020-05-14,204,30.0
ZACATECAS,220,2020-05-15,215,30.0
ZACATECAS,223,2020-05-16,220,31.0
ZACATECAS,229,2020-05-17,223,31.0
ZACATECAS,241,2020-05-18,229,31.0
ZACATECAS,249,2020-05-19,241,31.0
ZACATECAS,258,2020-05-20,249,31.0
ZACATECAS,261,2020-05-21,258,31.0
ZACATECAS,277,2020-05-22,261,31.0
ZACATECAS,282,2020-05-23,277,31.0
ZACATECAS,287,2020-05-24,282,31.0
ZACATECAS,300,2020-05-25,287,31.0
ZACATECAS,305,2020-05-26,300,31.0
ZACATECAS,317,2020-05-27,305,31.0
ZACATECAS,324,2020-05-28,317,31.0
ZACATECAS,330,2020-05-29,324,31.0
ZACATECAS,338,2020-05-30,330,31.0
ZACATECAS,348,2020-05-31,338,30.0
ZACATECAS,360,2020-06-01,348,28.0
ZACATECAS,364,2020-06-02,360,25.0
ZACATECAS,368,2020-06-03,364,14.0
